Fold Number,Train Error,Validation Error,Sklearn Train Error,Sklearn Validation Error
0,3.8382412497410083,10.088946266781068,3.8382412497410083,10.088946266781068
1,5.406303714549687,3.1521805786837174,5.406303714549687,3.1521805786837174
2,4.711081942571674,5.962976184111094,4.711081942571674,5.962976184111094
3,5.191065445123249,3.8434382309456283,5.191065445123249,3.8434382309456283
4,5.115016338415645,4.1345031545932605,5.115016338415645,4.1345031545932605
